,salario,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,tamestabjan,indicadoraprendiz,origemdainformacao,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2444132,"2700,00",J,6202300,1,212420,101,7,28.0,"40,00",1,3,0,1,97,0,0,0,2,0,1,0,5,"2700,00",Analista de Suporte Computacional
2444133,"2500,00",J,6203100,1,212420,101,8,21.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444134,"2033,00",J,6204000,1,212420,101,9,26.0,"36,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"2033,00",Analista de Suporte Computacional
2444137,"2056,00",J,6203100,-1,212420,101,9,37.0,"40,00",3,3,0,1,40,0,0,0,5,0,1,0,5,"2056,00",Analista de Suporte Computacional
2444138,"2600,00",N,8211300,1,212420,101,7,27.0,"44,00",1,3,0,1,97,0,0,9,1,0,1,0,5,"2600,00",Analista de Suporte Computacional
2444139,"8314,21",J,6204000,-1,212420,101,9,37.0,"40,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"8314,21",Analista de Suporte Computacional
2444143,"3500,00",J,6201501,1,212420,101,9,30.0,"40,00",6,1,0,1,97,0,0,0,4,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444144,"1947,00",M,7020400,-1,212420,101,8,26.0,"40,00",3,3,0,1,40,0,0,0,10,0,1,0,5,"1947,00",Analista de Suporte Computacional
2444147,"15620,00",J,6203100,1,212420,101,9,36.0,"40,00",2,1,0,1,97,0,0,0,8,0,1,0,5,"15620,00",Analista de Suporte Computacional
2444148,"2258,68",J,6209100,-1,212420,101,7,31.0,"40,00",6,1,0,1,40,0,0,0,5,0,1,0,5,"2258,68",Analista de Suporte Computacional
2444150,"2100,00",J,6209100,1,212420,101,9,36.0,"45,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"2100,00",Analista de Suporte Computacional
2444154,"3389,76",J,6204000,1,212420,101,7,23.0,"40,00",1,1,0,1,97,0,0,0,4,0,1,0,5,"3389,76",Analista de Suporte Computacional
2444156,"3823,00",R,9312300,1,212420,101,8,36.0,"44,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"3823,00",Analista de Suporte Computacional
2444160,"6703,80",J,6311900,-1,212420,101,9,45.0,"44,00",6,1,0,1,40,0,0,0,8,0,1,0,5,"6703,80",Analista de Suporte Computacional
2444161,"2510,17",J,6203100,-1,212420,101,9,30.0,"40,00",3,3,0,1,31,0,0,0,8,0,1,0,5,"2510,17",Analista de Suporte Computacional
2444163,"3286,00",J,6311900,1,212420,101,8,21.0,"44,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"3286,00",Analista de Suporte Computacional
2444166,"1504,00",J,6190601,1,212420,101,7,43.0,"44,00",1,3,0,1,97,0,0,0,4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444167,"4500,00",N,8211300,1,212420,101,7,25.0,"40,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"4500,00",Analista de Suporte Computacional
2444168,"11612,90",N,8211300,1,212420,101,8,37.0,"44,00",3,1,0,1,97,0,0,9,10,0,1,0,5,"11612,90",Analista de Suporte Computacional
2444169,"2042,31",F,4321500,1,212420,101,9,49.0,"44,00",3,3,0,1,97,0,0,0,9,0,1,0,5,"2042,31",Analista de Suporte Computacional
2444170,"18540,00",J,6204000,-1,212420,101,80,30.0,"40,00",1,3,0,1,31,0,0,0,7,0,1,0,5,"18540,00",Analista de Suporte Computacional
2444174,"4500,00",J,6204000,1,212420,101,9,29.0,"44,00",6,1,0,1,97,0,0,0,9,0,1,0,5,"4500,00",Analista de Suporte Computacional
2444177,"2423,52",J,6204000,-1,212420,101,7,30.0,"40,00",6,1,0,1,40,0,0,0,8,0,1,0,5,"2423,52",Analista de Suporte Computacional
2444183,"1152,50",G,4751201,1,212420,101,9,29.0,"30,00",3,3,0,1,97,0,0,1,8,0,1,0,5,"1152,50",Analista de Suporte Computacional
2444186,"1850,00",J,6209100,1,212420,101,9,41.0,"40,00",6,1,0,1,97,0,0,0,9,0,1,0,5,"1850,00",Analista de Suporte Computacional
2444189,"2555,00",C,2651500,-1,212420,101,8,26.0,"36,00",6,1,0,1,31,0,0,0,6,0,1,0,5,"2555,00",Analista de Suporte Computacional
2444190,"3500,00",M,7490104,-1,212420,101,10,34.0,"40,00",6,3,0,1,43,0,0,0,7,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444191,"14300,00",J,6209100,1,212420,101,11,35.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"14300,00",Analista de Suporte Computacional
2444192,"1500,00",J,6209100,1,212420,101,9,29.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"1500,00",Analista de Suporte Computacional
2444198,"2200,00",J,6204000,1,212420,101,7,35.0,"40,00",1,3,0,1,97,0,0,0,5,0,1,0,5,"2200,00",Analista de Suporte Computacional
2444199,"2900,00",G,4729699,-1,212420,101,7,21.0,"44,00",1,1,0,1,31,0,0,0,1,0,1,0,5,"2900,00",Analista de Suporte Computacional
2444207,"1640,18",N,8219999,-1,212420,101,6,19.0,"36,00",3,1,0,1,31,0,0,0,8,0,1,0,5,"1640,18",Analista de Suporte Computacional
2444208,"3692,99",J,6201501,-1,212420,101,80,28.0,"40,00",2,3,0,1,40,0,0,0,10,0,1,0,5,"3692,99",Analista de Suporte Computacional
2444209,"12500,00",J,6204000,-1,212420,101,10,32.0,"40,00",3,1,0,1,40,0,0,0,6,0,1,0,5,"12500,00",Analista de Suporte Computacional
2444210,"2998,94",N,7810800,1,212420,106,9,26.0,"44,00",1,1,0,1,97,0,0,0,1,0,1,0,5,"2998,94",Analista de Suporte Computacional
2444214,"1400,00",J,6204000,1,212420,101,8,20.0,"40,00",1,1,0,1,97,0,0,0,2,0,1,0,5,"1400,00",Analista de Suporte Computacional
2444215,"1850,00",J,6202300,-1,212420,101,7,22.0,"40,00",1,1,0,1,31,0,0,0,4,0,1,0,5,"1850,00",Analista de Suporte Computacional
2444218,"4000,00",K,6612601,-1,212420,101,9,49.0,"44,00",1,1,0,1,31,0,0,0,10,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444219,"4000,00",J,6311900,-1,212420,101,9,34.0,"40,00",2,1,0,1,31,0,0,0,6,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444220,"3297,02",G,4634601,-1,212420,101,9,26.0,"44,00",2,1,0,1,40,0,0,0,7,0,1,0,5,"3297,02",Analista de Suporte Computacional
2444225,"5227,00",K,6436100,1,212420,101,9,36.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"5227,00",Analista de Suporte Computacional
2444226,"2615,89",J,6203100,1,212420,101,9,38.0,"40,00",1,3,0,1,97,0,0,0,7,0,1,0,5,"2615,89",Analista de Suporte Computacional
2444228,"4393,20",J,6311900,-1,212420,101,9,29.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"4393,20",Analista de Suporte Computacional
2444232,"2510,17",J,6203100,-1,212420,101,8,26.0,"40,00",1,3,0,1,31,0,0,0,8,0,1,0,5,"2510,17",Analista de Suporte Computacional
2444235,"4148,11",G,4651601,-1,212420,101,8,26.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"4148,11",Analista de Suporte Computacional
2444237,"2033,60",J,6203100,1,212420,101,8,22.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"2033,60",Analista de Suporte Computacional
2444239,"6000,00",N,7820500,1,212420,106,9,25.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"6000,00",Analista de Suporte Computacional
2444241,"1861,00",J,6311900,-1,212420,101,8,21.0,"40,00",6,1,0,1,31,0,0,0,6,0,1,0,5,"1861,00",Analista de Suporte Computacional
2444244,"6268,00",G,4637199,1,212420,101,80,33.0,"44,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"6268,00",Analista de Suporte Computacional
2444246,"3002,29",H,4930202,-1,212420,101,9,31.0,"44,00",3,1,0,1,90,0,0,0,8,0,1,0,5,"3002,29",Analista de Suporte Computacional
2444251,"2048,69",J,6209100,-1,212420,101,8,27.0,"40,00",2,1,0,1,31,0,0,0,10,0,1,0,5,"2048,69",Analista de Suporte Computacional
2444255,"3587,50",S,9511800,-1,212420,101,9,33.0,"40,00",3,1,0,1,40,0,0,0,2,0,1,0,5,"3587,50",Analista de Suporte Computacional
2444259,"1725,00",J,6204000,-1,212420,101,7,30.0,"40,00",2,1,0,1,40,0,0,0,4,0,1,0,5,"1725,00",Analista de Suporte Computacional
2444260,"1846,04",J,6202300,-1,212420,101,8,18.0,"40,00",3,1,0,1,31,0,0,0,6,0,1,0,5,"1846,04",Analista de Suporte Computacional
2444261,"3362,71",J,6202300,1,212420,101,7,23.0,"40,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"3362,71",Analista de Suporte Computacional
2444266,"1850,00",J,6209100,1,212420,101,9,34.0,"40,00",6,1,0,1,97,0,0,0,9,0,1,0,5,"1850,00",Analista de Suporte Computacional
2444272,"2200,00",J,6190601,1,212420,101,7,51.0,"44,00",1,1,0,1,97,0,0,0,4,0,1,0,5,"2200,00",Analista de Suporte Computacional
2444276,"2093,39",J,6311900,1,212420,101,7,41.0,"40,00",3,1,0,1,97,0,0,0,2,0,1,0,5,"2093,39",Analista de Suporte Computacional
2444282,"7606,15",P,8513900,-1,212420,101,80,37.0,"42,50",1,1,0,1,40,0,0,0,8,0,1,0,5,"7606,15",Analista de Suporte Computacional
2444284,"2420,14",S,9511800,-1,212420,101,8,37.0,"44,00",3,1,0,1,40,0,0,0,4,0,1,0,5,"2420,14",Analista de Suporte Computacional
2444285,"4800,00",M,6911701,1,212420,101,9,36.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"4800,00",Analista de Suporte Computacional
2444289,"3825,97",J,6204000,-1,212420,101,9,35.0,"40,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"3825,97",Analista de Suporte Computacional
2444295,"9500,00",G,4781400,-1,212420,101,9,42.0,"44,00",6,1,0,1,40,0,0,0,7,0,1,0,5,"9500,00",Analista de Suporte Computacional
2444304,"16000,00",J,6209100,1,212420,101,8,26.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"16000,00",Analista de Suporte Computacional
2444309,"1373,19",J,6204000,-1,212420,101,9,28.0,"40,00",2,3,0,1,40,0,0,0,10,0,1,0,5,"1373,19",Analista de Suporte Computacional
2444310,"4080,00",G,4751201,1,212420,101,7,27.0,"44,00",6,3,0,1,97,0,0,0,10,0,1,0,5,"4080,00",Analista de Suporte Computacional
2444311,"3600,00",S,9511800,-1,212420,101,8,30.0,"40,00",1,3,0,1,31,0,0,0,2,0,1,0,5,"3600,00",Analista de Suporte Computacional
2444313,"6000,00",N,8211300,-1,212420,101,9,38.0,"44,00",6,3,0,1,31,0,0,0,5,0,1,0,5,"6000,00",Analista de Suporte Computacional
2444316,"6000,00",N,8211300,-1,212420,101,80,41.0,"36,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"6000,00",Analista de Suporte Computacional
2444321,"2573,00",N,7911200,1,212420,101,8,32.0,"44,00",6,1,0,1,97,0,0,0,8,0,1,0,5,"2573,00",Analista de Suporte Computacional
2444323,"23000,00",J,6204000,1,212420,101,10,37.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"23000,00",Analista de Suporte Computacional
2444324,"2100,00",J,6202300,-1,212420,101,8,23.0,"40,00",1,3,0,1,31,0,0,0,1,0,1,0,5,"2100,00",Analista de Suporte Computacional
2444328,"2700,00",J,6202300,1,212420,101,7,22.0,"44,00",1,1,0,1,97,0,0,0,4,0,1,0,5,"2700,00",Analista de Suporte Computacional
2444330,"8000,00",K,6612601,1,212420,101,9,46.0,"44,00",1,1,0,1,97,0,0,9,10,0,1,0,5,"8000,00",Analista de Suporte Computacional
2444333,"5478,91",J,6202300,-1,212420,101,9,25.0,"40,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"5478,91",Analista de Suporte Computacional
2444339,"3200,00",G,4665600,-1,212420,101,9,26.0,"44,00",3,1,0,1,40,0,0,0,3,0,1,0,5,"3200,00",Analista de Suporte Computacional
2444340,"2500,00",J,6311900,-1,212420,101,9,39.0,"40,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444349,"1973,18",N,8220200,1,212420,101,9,40.0,"33,00",3,1,0,1,97,0,0,0,1,0,1,0,5,"1973,18",Analista de Suporte Computacional
2444350,"2755,65",J,6203100,-1,212420,101,9,37.0,"40,00",3,3,0,1,31,0,0,0,8,0,1,0,5,"2755,65",Analista de Suporte Computacional
2444352,"4054,00",J,6201501,-1,212420,101,7,22.0,"40,00",1,1,0,1,40,0,0,0,6,0,1,0,5,"4054,00",Analista de Suporte Computacional
2444355,"1803,75",N,8220200,1,212420,101,8,25.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"1803,75",Analista de Suporte Computacional
2444358,"3795,61",J,6209100,-1,212420,101,9,55.0,"40,00",1,1,0,1,31,0,0,0,3,0,1,0,5,"3795,61",Analista de Suporte Computacional
2444359,"1329,68",J,6201501,1,212420,105,7,20.0,"40,00",1,3,0,1,97,0,0,0,9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444369,"3700,00",J,6209100,1,212420,101,9,27.0,"44,00",6,1,0,1,97,0,0,0,4,0,1,0,5,"3700,00",Analista de Suporte Computacional
2444372,"4364,73",J,6311900,1,212420,101,7,37.0,"40,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"4364,73",Analista de Suporte Computacional
2444376,"13606,47",N,8211300,-1,212420,101,80,34.0,"44,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"13606,47",Analista de Suporte Computacional
2444381,"3350,00",J,6201501,-1,212420,101,7,34.0,"40,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"3350,00",Analista de Suporte Computacional
2444385,"16000,00",K,6613400,1,212420,101,9,23.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"16000,00",Analista de Suporte Computacional
2444386,"2600,00",J,6204000,-1,212420,101,9,28.0,"40,00",1,3,0,1,40,0,0,0,7,0,1,0,5,"2600,00",Analista de Suporte Computacional
2444393,"3400,00",J,6201501,1,212420,101,9,36.0,"40,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"3400,00",Analista de Suporte Computacional
2444394,"1329,68",J,6201501,1,212420,105,7,42.0,"40,00",3,3,0,1,97,0,0,0,9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444397,"2000,00",J,6204000,1,212420,101,7,20.0,"44,00",6,1,0,1,97,0,0,0,1,0,1,0,5,"2000,00",Analista de Suporte Computacional
2444398,"15000,00",J,6209100,1,212420,101,9,35.0,"40,00",2,1,0,1,97,0,0,0,7,0,1,0,5,"15000,00",Analista de Suporte Computacional
2444399,"2588,00",J,6319400,1,212420,101,9,28.0,"44,00",6,3,0,1,97,0,0,0,5,0,1,0,5,"2588,00",Analista de Suporte Computacional
2444402,"1500,00",N,8220200,1,212420,101,9,31.0,"36,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"1500,00",Analista de Suporte Computacional
2444403,"5000,00",J,6204000,1,212420,101,9,28.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"5000,00",Analista de Suporte Computacional
2444405,"3500,00",J,6209100,-1,212420,101,9,26.0,"44,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444408,"7307,69",N,8211300,1,212420,101,9,42.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"7307,69",Analista de Suporte Computacional
2444411,"5098,00",J,6311900,-1,212420,101,9,26.0,"40,00",6,1,0,1,40,0,0,0,7,0,1,0,5,"5098,00",Analista de Suporte Computacional
2444418,"5307,00",J,6120501,-1,212420,101,8,31.0,"40,00",3,1,0,1,40,0,0,0,10,0,1,0,5,"5307,00",Analista de Suporte Computacional
2444421,"2300,00",J,6209100,1,212420,101,9,30.0,"40,00",6,1,0,1,97,0,0,0,3,0,1,0,5,"2300,00",Analista de Suporte Computacional
2444425,"2100,00",J,6202300,1,212420,101,8,24.0,"40,00",3,1,0,1,97,0,0,0,1,0,1,0,5,"2100,00",Analista de Suporte Computacional
2444426,"1504,00",J,6190601,1,212420,101,7,51.0,"44,00",1,3,0,1,97,0,0,0,4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444431,"5690,00",J,6209100,1,212420,101,9,42.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"5690,00",Analista de Suporte Computacional
2444435,"3000,00",J,6209100,1,212420,101,9,29.0,"40,00",1,3,0,1,97,0,0,0,8,0,1,0,5,"3000,00",Analista de Suporte Computacional
2444446,"2033,60",J,6201501,1,212420,101,9,30.0,"40,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"2033,60",Analista de Suporte Computacional
2444448,"3050,70",J,6201501,-1,212420,101,8,22.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"3050,70",Analista de Suporte Computacional
2444449,"5400,00",J,6204000,-1,212420,101,9,32.0,"44,00",1,1,0,1,40,0,0,0,4,0,1,0,5,"5400,00",Analista de Suporte Computacional
2444452,"33305,34",J,6204000,-1,212420,101,80,39.0,"40,00",4,1,0,1,40,0,0,0,9,0,1,0,5,"33305,34",Analista de Suporte Computacional
2444453,"9152,10",J,6204000,-1,212420,101,9,26.0,"40,00",3,1,0,1,40,0,0,0,6,0,1,0,5,"9152,10",Analista de Suporte Computacional
2444456,"3000,00",G,4789004,-1,212420,101,8,26.0,"44,00",3,3,0,1,31,0,0,0,8,0,1,0,5,"3000,00",Analista de Suporte Computacional
2444463,"1900,00",J,6209100,1,212420,101,9,20.0,"40,00",6,1,0,1,97,0,0,0,9,0,1,0,5,"1900,00",Analista de Suporte Computacional
2444466,"3000,00",J,6202300,-1,212420,101,9,29.0,"40,00",3,1,0,1,31,0,0,0,7,0,1,0,5,"3000,00",Analista de Suporte Computacional
2444467,"6500,00",J,6204000,1,212420,101,8,40.0,"40,00",3,1,0,1,97,0,0,0,5,0,1,0,5,"6500,00",Analista de Suporte Computacional
2444468,"4435,00",G,4651601,1,212420,101,9,48.0,"40,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"4435,00",Analista de Suporte Computacional
2444475,"4000,00",J,6209100,1,212420,101,9,49.0,"40,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444476,"2680,08",N,7810800,-1,212420,106,9,34.0,"44,00",1,1,0,1,43,0,0,0,1,0,1,0,5,"2680,08",Analista de Suporte Computacional
2444478,"2346,04",J,6209100,1,212420,101,9,37.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"2346,04",Analista de Suporte Computacional
2444483,"8250,67",K,6612601,-1,212420,101,9,30.0,"44,00",1,1,0,1,31,0,0,0,10,0,1,0,5,"8250,67",Analista de Suporte Computacional
2444484,"2500,00",J,6204000,-1,212420,101,7,28.0,"40,00",2,1,0,1,40,0,0,0,10,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444490,"8495,56",G,4663000,-1,212420,101,7,39.0,"44,00",1,3,0,1,31,0,0,0,4,0,1,0,5,"8495,56",Analista de Suporte Computacional
2444491,"4800,89",N,8211300,1,212420,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"4800,89",Analista de Suporte Computacional
2444492,"3430,13",J,6209100,1,212420,101,9,39.0,"44,00",6,1,0,1,97,0,0,0,5,0,1,0,5,"3430,13",Analista de Suporte Computacional
2444496,"2033,60",J,6201501,-1,212420,101,9,36.0,"40,00",2,1,0,1,31,0,0,0,7,0,1,0,5,"2033,60",Analista de Suporte Computacional
2444497,"9631,00",S,9499500,-1,212420,101,9,22.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"9631,00",Analista de Suporte Computacional
2444499,"2500,00",J,6204000,-1,212420,101,9,30.0,"40,00",1,1,0,1,40,0,0,0,6,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444502,"1329,68",J,6201501,1,212420,105,9,31.0,"40,00",2,3,0,1,97,0,0,0,9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444507,"13128,29",M,7490104,1,212420,101,9,24.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"13128,29",Analista de Suporte Computacional
2444518,"3663,00",L,6822600,-1,212420,101,9,26.0,"44,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"3663,00",Analista de Suporte Computacional
2444520,"2750,00",J,6311900,-1,212420,101,8,31.0,"44,00",3,1,0,1,31,0,0,9,3,0,1,0,5,"2750,00",Analista de Suporte Computacional
2444522,"10400,00",J,6209100,1,212420,101,80,40.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"10400,00",Analista de Suporte Computacional
2444531,"3101,60",J,6209100,-1,212420,101,7,34.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"3101,60",Analista de Suporte Computacional
2444537,"1329,68",J,6201501,1,212420,105,9,25.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444539,"2200,00",G,4752100,1,212420,101,7,26.0,"44,00",3,1,0,1,97,0,0,0,4,0,1,0,5,"2200,00",Analista de Suporte Computacional
2444546,"4000,00",J,6201501,-1,212420,101,9,36.0,"40,00",3,1,0,1,31,0,0,0,8,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444547,"2690,71",J,6204000,-1,212420,101,8,28.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"2690,71",Analista de Suporte Computacional
2444552,"1604,60",J,6209100,-1,212420,101,8,25.0,"36,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"1604,60",Analista de Suporte Computacional
2444553,"12000,00",J,6209100,1,212420,101,9,44.0,"40,00",3,1,0,1,97,0,0,0,4,0,1,0,5,"12000,00",Analista de Suporte Computacional
2444554,"1152,50",G,4751201,1,212420,101,9,23.0,"30,00",3,3,0,1,97,0,0,1,8,0,1,0,5,"1152,50",Analista de Suporte Computacional
2444558,"2511,00",G,4721103,1,212420,101,7,19.0,"44,00",3,3,0,1,97,0,0,0,7,0,1,0,5,"2511,00",Analista de Suporte Computacional
2444559,"7018,69",J,6209100,1,212420,101,9,30.0,"40,00",1,3,0,1,97,0,0,0,6,0,1,0,5,"7018,69",Analista de Suporte Computacional
2444561,"2000,00",G,4647801,-1,212420,101,7,27.0,"44,00",3,1,0,1,40,0,0,0,1,0,1,0,5,"2000,00",Analista de Suporte Computacional
2444563,"10000,00",J,6209100,-1,212420,101,9,35.0,"40,00",6,1,0,1,31,0,0,0,5,0,1,0,5,"10000,00",Analista de Suporte Computacional
2444564,"2300,00",G,4759899,-1,212420,101,8,27.0,"40,00",1,1,0,1,40,0,0,0,3,0,1,0,5,"2300,00",Analista de Suporte Computacional
2444567,"15768,84",J,6209100,-1,212420,101,9,33.0,"44,00",6,1,0,1,40,0,0,0,10,0,1,0,5,"15768,84",Analista de Suporte Computacional
2444568,"7038,99",N,7733100,-1,212420,101,7,28.0,"44,00",3,1,0,1,31,0,0,0,5,0,1,0,5,"7038,99",Analista de Suporte Computacional
2444571,"2300,00",G,4751201,1,212420,101,9,33.0,"44,00",2,1,0,1,97,0,0,0,3,0,1,0,5,"2300,00",Analista de Suporte Computacional
2444572,"3300,00",F,4110700,1,212420,101,8,21.0,"44,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"3300,00",Analista de Suporte Computacional
2444575,"2400,00",G,4781400,1,212420,101,9,26.0,"44,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"2400,00",Analista de Suporte Computacional
2444576,"3211,00",G,4693100,-1,212420,101,9,40.0,"44,00",1,1,0,1,43,0,0,0,7,0,1,0,5,"3211,00",Analista de Suporte Computacional
2444579,"6759,64",G,4751201,-1,212420,101,8,35.0,"44,00",6,1,0,1,40,0,0,0,4,0,1,0,5,"6759,64",Analista de Suporte Computacional
2444582,"2500,00",G,4651601,1,212420,101,9,22.0,"40,00",1,3,0,1,97,0,0,0,8,0,1,0,5,"2500,00",Analista de Suporte Computacional
2444583,"6854,00",J,6203100,1,212420,101,9,26.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"6854,00",Analista de Suporte Computacional
2444590,"10000,00",N,8211300,1,212420,101,80,29.0,"44,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"10000,00",Analista de Suporte Computacional
2444591,"4700,00",M,7319004,1,212420,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"4700,00",Analista de Suporte Computacional
2444597,"1504,00",J,6190601,-1,212420,101,9,21.0,"44,00",6,1,0,1,40,0,0,0,4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444604,"3464,40",J,6209100,-1,212420,101,7,38.0,"40,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"3464,40",Analista de Suporte Computacional
2444605,"1256,67",J,6204000,-1,212420,101,9,27.0,"40,00",6,1,0,1,40,0,0,0,10,0,1,0,5,"1256,67",Analista de Suporte Computacional
2444612,"4203,20",J,6311900,-1,212420,101,8,34.0,"40,00",6,1,0,1,31,0,0,0,6,0,1,0,5,"4203,20",Analista de Suporte Computacional
2444614,"1152,50",G,4751201,1,212420,101,7,36.0,"30,00",2,3,0,1,97,0,0,1,8,0,1,0,5,"1152,50",Analista de Suporte Computacional
2444615,"2093,39",J,6311900,1,212420,101,80,43.0,"40,00",3,1,0,1,97,0,0,0,2,0,1,0,5,"2093,39",Analista de Suporte Computacional
2444619,"8322,00",G,4753900,-1,212420,101,9,44.0,"40,00",1,3,0,1,31,0,0,0,8,0,1,0,5,"8322,00",Analista de Suporte Computacional
2444625,"7655,50",J,6204000,-1,212420,101,9,31.0,"44,00",1,1,0,1,40,0,0,9,10,0,1,0,5,"7655,50",Analista de Suporte Computacional
2444628,"1152,50",G,4751201,1,212420,101,9,21.0,"30,00",1,1,0,1,97,0,0,1,8,0,1,0,5,"1152,50",Analista de Suporte Computacional
2444630,"3500,00",G,4751201,-1,212420,101,8,38.0,"44,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444633,"4500,00",J,5911199,1,212420,101,8,24.0,"44,00",1,1,0,1,97,0,0,0,4,0,1,0,5,"4500,00",Analista de Suporte Computacional
2444641,"1329,68",J,6201501,1,212420,105,7,32.0,"40,00",1,3,0,1,97,0,0,0,9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444642,"4000,00",K,6612601,1,212420,101,9,33.0,"44,00",2,1,0,1,97,0,0,9,10,0,1,0,5,"4000,00",Analista de Suporte Computacional
2444643,"5527,00",K,6436100,1,212420,101,9,25.0,"40,00",2,3,0,1,97,0,0,0,7,0,1,0,5,"5527,00",Analista de Suporte Computacional
2444649,"3500,00",J,6201501,1,212420,101,9,38.0,"36,00",1,3,0,1,97,0,0,0,7,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444653,"2400,00",J,6202300,1,212420,101,8,21.0,"40,00",3,1,0,1,97,0,0,0,5,0,1,0,5,"2400,00",Analista de Suporte Computacional
2444654,"2000,00",J,6201501,1,212420,101,9,24.0,"40,00",3,1,0,1,97,0,0,0,6,0,1,0,5,"2000,00",Analista de Suporte Computacional
2444657,"2285,23",J,6209100,1,212420,101,9,41.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"2285,23",Analista de Suporte Computacional
2444660,"6500,00",N,7820500,1,212420,106,9,29.0,"42,50",1,1,0,1,97,0,0,0,10,0,1,0,5,"6500,00",Analista de Suporte Computacional
